Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4447953,,0,279.35,0,2.47,Ex 2,Cn1c(CNc2ccc(C(=N)N)cc2)nc2ccccc21,IC50,'=',15848.93,nM,4.8,,,UO_0000065,17.18,0.31,2.33,6.02,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4466736,,0,424.46,0,2.1,Ex 25,CNC(=O)COc1cc(NCc2nc(-c3ccccc3)c[nH]2)ccc1C(=N)N,IC50,'=',251.19,nM,6.6,,,UO_0000065,17.44,0.32,4.5,5.12,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4549483,,0,295.35,0,2.47,Ex 4,COc1ccc2[nH]c(CNc3ccc(C(=N)N)cc3)nc2c1,IC50,'=',12589.25,nM,4.9,,,UO_0000065,16.59,0.3,2.43,4.91,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4547455,,0,439.71,,,25,COc1ccc2c(c1)C(Cc1ccc(C(=N)N)c(OCc3cccnc3)c1)OB2O,IC50,'=',39.81,nM,7.4,,,UO_0000065,18.35,,,,FALSE,CHEMBL4400458,Inhibition of human recombinant 6His-Q-FLAG-tagged KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by FLINT assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4396973,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4451358,,0,365.77,0,2.59,11,COc1cccc(C(=O)Nc2ccc(C(=N)N)c(Cl)c2)c1O,IC50,'=',10000,nM,5,,,UO_0000065,15.64,0.31,2.41,4.61,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4584434,,0,349.32,0,2.08,10,COc1cccc(C(=O)Nc2ccc(C(=N)N)c(F)c2)c1O,IC50,'=',1000,nM,6,,,UO_0000065,19.78,0.37,3.92,5.53,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4476246,,0,285.3,0,1.94,5,COc1cccc(C(=O)Nc2ccc(C(=N)N)cc2)c1O,IC50,'=',501.19,nM,6.3,,,UO_0000065,22.08,0.41,4.36,5.81,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4483704,,0,403.74,0,2.58,3,N=C(N)c1ccc(NC(=O)c2cccc(Cl)c2O)cc1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,19.33,0.38,3.02,5.65,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4439016,,0,385.3,0,1.63,4,N=C(N)c1ccc(NC(=O)c2cccc(O)c2O)cc1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,20.64,0.38,3.97,4.69,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4455170,,0,319.29,0,2.07,9,N=C(N)c1ccc(NC(=O)c2ccccc2O)c(F)c1,IC50,'=',2511.89,nM,5.6,,,UO_0000065,20.49,0.38,3.53,5.65,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4515268,,0,301.3,0,1.93,1,N=C(N)c1ccc(NC(=O)c2ccccc2O)cc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,20.37,0.37,3.27,5.24,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4469753,,0,319.29,0,2.07,7,N=C(N)c1ccc(NC(=O)c2ccccc2O)cc1F,IC50,'=',19952.62,nM,4.7,,,UO_0000065,17.2,0.32,2.63,4.74,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4467450,,0,260.3,0,0.44,13,N=C(N)c1ccc(NC(=O)C2CCCNC2=O)cc1,IC50,'=',10000,nM,5,,,UO_0000065,19.21,0.36,4.56,4.63,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4450431,,0,261.29,0,0.92,14,N=C(N)c1ccc(NC(=O)N2CCCNC2=O)cc1,IC50,'=',10000,nM,5,,,UO_0000065,19.14,0.36,4.08,4.49,FALSE,CHEMBL4424180,Inhibition of recombinant human FLAG-tagged KLK5 expressed in baculovirus infected sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured every 30 secs intervals for 5 mins by Rhodamine110 dye-based fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4422656,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4440409,,0,291.36,0,2.97,Ex 9,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1,IC50,'=',6309.57,nM,5.2,,,UO_0000065,17.85,0.32,2.23,5.74,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4452547,,0,404.47,0,2.63,Ex 26,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCC(=O)NC1CC1,IC50,'=',79.43,nM,7.1,,,UO_0000065,17.55,0.32,4.47,5.51,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4435372,,0,418.5,0,2.88,Ex 27,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCC(=O)NCC1CC1,IC50,'=',39.81,nM,7.4,,,UO_0000065,17.68,0.33,4.52,5.74,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4524559,,0,410.43,0,1.84,Ex 24,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCC(N)=O,IC50,'=',794.33,nM,6.1,,,UO_0000065,16.74,0.31,4.26,4.27,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4468959,,0,407.47,0,3.76,Ex 12,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCC1CC1,IC50,'=',794.33,nM,6.1,,,UO_0000065,16.88,0.31,2.34,6.11,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4458360,,0,431.93,1,5.21,Ex 19,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ccc(Cl)cc1,IC50,'=',63.1,nM,7.2,,,UO_0000065,16.67,0.32,1.99,7.21,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4471660,,0,431.93,1,5.21,Ex 18,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1cccc(Cl)c1,IC50,'=',79.43,nM,7.1,,,UO_0000065,16.44,0.31,1.89,7.11,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4535831,,0,397.48,0,4.55,Ex 16,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ccccc1,IC50,'=',79.43,nM,7.1,,,UO_0000065,17.86,0.32,2.55,7.11,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4586700,,0,431.93,1,5.21,Ex 17,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ccccc1Cl,IC50,'=',31.62,nM,7.5,,,UO_0000065,17.36,0.33,2.29,7.51,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4530083,,0,398.47,0,3.95,Ex 21,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1cccnc1,IC50,'=',79.43,nM,7.1,,,UO_0000065,17.82,0.32,3.15,6.3,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4593503,,0,388.43,0,3.54,Ex 23,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCc1ncco1,IC50,'=',100,nM,7,,,UO_0000065,18.02,0.33,3.46,5.56,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4441078,,0,375.48,0,4.15,Ex 13,N=C(N)c1ccc(NCc2nc(-c3ccccc3)c[nH]2)cc1OCCC1CC1,IC50,'=',199.53,nM,6.7,,,UO_0000065,17.84,0.33,2.55,6.71,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,
CHEMBL4588725,,0,265.32,0,2.46,Ex 3,N=C(N)c1ccc(NCc2nc3ccccc3[nH]2)cc1,IC50,'=',19952.62,nM,4.7,,,UO_0000065,17.71,0.32,2.24,5.19,FALSE,CHEMBL4388469,Inhibition of recombinant 6His-Q-FLAG tagged human KLK5 expressed in baculovirus infected Sf9 insect cells using (Tos-Gly-Pro-Arg)2[R110].2TFA as substrate measured at 30 secs interval for 5 mins by fluorescence intensity assay,B,BAO_0000219,cell-based format,Homo sapiens,,,Sf9,,,,,CHEMBL4447,Kallikrein 5,Homo sapiens,SINGLE PROTEIN,CHEMBL4387717,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,

