Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL4171770,,0,446.56,0,3.67,C21,CCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c1,IC50,'=',62.25,nM,7.21,,,UO_0000065,16.14,0.3,3.54,8.64,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4168155,,0,430.53,0,2.37,C1,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2N1C1CCCC1,IC50,'=',64.77,nM,7.19,,,UO_0000065,16.7,0.33,4.82,5.92,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4164012,,0,460.58,0,4.06,C22,CCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c1,IC50,'=',79.84,nM,7.1,,,UO_0000065,15.41,0.29,3.04,8.51,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4163892,,0,432.53,0,3.28,C20,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC)ccc43)nc2N1C1CCCC1,IC50,'=',93.79,nM,7.03,,,UO_0000065,16.25,0.3,3.75,8.43,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4174667,,0,460.58,0,4.06,C23,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC(C)C)ccc43)nc2N1C1CCCC1,IC50,'=',97.75,nM,7.01,,,UO_0000065,15.22,0.28,2.95,8.41,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4165706,,0,506.63,1,4.53,C7,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)Nc4ccccc4)cc3)nc2N1C1CCCC1,IC50,'=',109,nM,6.96,,,UO_0000065,13.74,0.26,2.43,6.48,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4171224,,0,474.61,0,4.31,C25,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NCC(C)C)ccc43)nc2N1C1CCCC1,IC50,'=',121.5,nM,6.92,,,UO_0000065,14.57,0.27,2.61,8.3,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4449490,,0,525.65,1,2.39,L26,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OCCO)nc2N1C(C)C,IC50,'=',123.8,nM,6.91,,,UO_0000065,13.14,0.25,4.52,5.61,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4473297,,0,496.61,0,3.23,L25,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OCCO)nc2N1C(C)C,IC50,'=',126.3,nM,6.9,,,UO_0000065,13.89,0.26,3.67,5.75,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4515755,,0,543.64,1,2.53,L37,CC[C@@H]1C(=O)N(C)c2cnc(Nc3cc(F)c(C(=O)NCCN(C)C)cc3OCCO)nc2N1C1CCCC1,IC50,'=',126.8,nM,6.9,,,UO_0000065,12.69,0.24,4.37,5.6,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4160611,,0,474.61,0,4.45,C24,CCCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(C2CCCC2)[C@H](CC)C(=O)N3C)c1,IC50,'=',161.6,nM,6.79,,,UO_0000065,14.31,0.27,2.34,8.15,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4469319,,0,512.61,1,2.47,L27,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCOCC4)cc3OCCO)nc2N1C(C)C,IC50,'=',177,nM,6.75,,,UO_0000065,13.17,0.25,4.28,5.23,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4161572,,0,418.5,0,3.02,C19,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(C(N)=O)ccc43)nc2N1C1CCCC1,IC50,'=',284.2,nM,6.55,,,UO_0000065,15.64,0.29,3.53,6.72,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4468970,,0,522.65,1,3.77,L2,CC[C@@H]1C(=O)N(CCO)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,IC50,'=',291.6,nM,6.54,,,UO_0000065,12.5,0.23,2.77,5.45,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4587599,,0,536.68,1,4.42,L8,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OCCOC)nc2N1C1CCCC1,IC50,'=',344.7,nM,6.46,,,UO_0000065,12.04,0.23,2.04,5.93,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4168834,,0,484.59,0,2.54,C12,CCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)cc1,IC50,'=',460.1,nM,6.34,,,UO_0000065,13.08,0.25,3.8,5.06,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4176689,,0,498.61,0,2.93,C13,CCCCNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)cc1,IC50,'=',461.6,nM,6.34,,,UO_0000065,12.71,0.25,3.41,5.05,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4175615,,0,500.59,1,1.51,C16,CCC1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCCCO)cc3)nc2N1c1ccn(C)n1,IC50,'=',673.5,nM,6.17,,,UO_0000065,12.33,0.24,4.66,4.24,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4172511,,0,456.53,0,1.75,C11,CCC1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NC)cc3)nc2N1c1ccn(C)n1,IC50,'=',742,nM,6.13,,,UO_0000065,13.43,0.26,4.38,4.89,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4165409,,0,498.61,0,2.78,C14,CCC1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCC(C)C)cc3)nc2N1c1ccn(C)n1,IC50,'=',882.7,nM,6.05,,,UO_0000065,12.14,0.24,3.27,4.83,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4454586,,0,568.72,2,5.98,L7,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OCc3ccccc3)nc2N1C1CCCC1,IC50,'=',884.6,nM,6.05,,,UO_0000065,10.64,0.2,0.07,6.07,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4161861,,0,442.51,0,1.49,C10,CCC1C(=O)N(C)c2cnc(Nc3ccc(S(N)(=O)=O)cc3)nc2N1c1ccn(C)n1,IC50,'=',1048,nM,5.98,,,UO_0000065,13.51,0.26,4.49,4.29,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4160679,,0,486.58,0,3.58,C33,CCCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)c1,IC50,'=',1147,nM,5.94,,,UO_0000065,12.21,0.23,2.36,5.87,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4524869,,0,522.65,1,4.38,L3,CC[C@@H]1C(=O)N(COC)c2cnc(Nc3ccc(C(=O)NC4CCCC4)cc3OC)nc2N1C1CCCC1,IC50,'=',1200,nM,5.92,,,UO_0000065,11.33,0.21,1.54,5.44,FALSE,CHEMBL4409680,Inhibition of recombinant full length human His-tagged PLK1 expressed in baculovirus expression system using ser/thr 16 as substrate incubated for 1 hr by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4406868,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4164082,,0,498.59,0,3.72,C35,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC5CCCC5)ccc43)nc2N1c1ccn(C)n1,IC50,'=',1213,nM,5.92,,,UO_0000065,11.87,0.22,2.2,5.85,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4164991,,0,375.48,0,3.92,C17,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4ccccc43)nc2N1C1CCCC1,IC50,'=',1230,nM,5.91,,,UO_0000065,15.74,0.29,1.99,10.89,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4171281,,0,472.55,0,3.19,C32,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC(C)C)ccc43)nc2N1c1ccn(C)n1,IC50,'=',1517,nM,5.82,,,UO_0000065,12.31,0.23,2.63,5.75,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4173322,,0,486.56,0,1.12,C15,CCC1C(=O)N(C)c2cnc(Nc3ccc(S(=O)(=O)NCCO)cc3)nc2N1c1ccn(C)n1,IC50,'=',2411,nM,5.62,,,UO_0000065,11.55,0.23,4.5,3.86,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4161027,,0,472.55,0,3.19,C31,CCCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)c1,IC50,'=',2472,nM,5.61,,,UO_0000065,11.87,0.22,2.42,5.54,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4174735,,0,486.58,0,3.43,C34,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NCC(C)C)ccc43)nc2N1c1ccn(C)n1,IC50,'=',2556,nM,5.59,,,UO_0000065,11.49,0.21,2.16,5.53,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4164433,,0,444.5,0,2.41,C29,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(=O)NC)ccc43)nc2N1c1ccn(C)n1,IC50,'=',3175,nM,5.5,,,UO_0000065,12.37,0.23,3.09,5.43,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4168951,,0,458.53,0,2.8,C30,CCNC(=O)c1ccc2c(ccn2-c2ncc3c(n2)N(c2ccn(C)n2)C(CC)C(=O)N3C)c1,IC50,'=',4217,nM,5.38,,,UO_0000065,11.72,0.22,2.57,5.31,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4172312,,0,430.47,0,2.15,C28,CCC1C(=O)N(C)c2cnc(-n3ccc4cc(C(N)=O)ccc43)nc2N1c1ccn(C)n1,IC50,'=',4991,nM,5.3,,,UO_0000065,12.32,0.23,3.15,4.6,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4172185,,0,393.47,0,4.06,C18,CC[C@@H]1C(=O)N(C)c2cnc(-n3ccc4cc(F)ccc43)nc2N1C1CCCC1,IC50,'=',5611,nM,5.25,,,UO_0000065,13.35,0.25,1.19,9.68,FALSE,CHEMBL4143484,Inhibition human recombinant full length His-tagged Plk1 expressed in baculovirus expression system after 1 hr by FRET-based Z'-Lyte assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL3024,Serine/threonine-protein kinase PLK1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138231,1,Scientific Literature,Eur J Med Chem,2018,None,
